"energy-commodities","sectors","indicator","Unit","Date","Value"
"Total energy commodities","30 Manufacture of other transport","Total energy consumption","PJ","2016","1.6"
"Total energy commodities","30 Manufacture of other transport","Total energy consumption","PJ","2017","1.5"
"Total energy commodities","30 Manufacture of other transport","Total energy consumption","PJ","2018","1.5"
"Total energy commodities","30 Manufacture of other transport","Total energy consumption","PJ","2019","1.4"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2011","2.1"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2012","2.2"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2013","2.3"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2014","1.9"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2015","2"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2016","2"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2017","1.9"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2018","1.8"
"Total energy commodities","31 Manufacture of furniture","Total energy consumption","PJ","2019","1.9"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2011","0.9"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2012","0.9"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2013","0.8"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2014","0.9"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2015","0.9"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2016","1"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2017","1"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2018","0.9"
"Total energy commodities","32 Manufacture of other products","Total energy consumption","PJ","2019","0.8"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2011","3.5"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2012","3.1"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2013","2.5"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2014","2.3"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2015","2.2"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2016","2.8"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2017","3"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2018","2.8"
"Total energy commodities","Manufacturing unknown","Total energy consumption","PJ","2019","3"
"Total energy commodities","F Construction","Total energy consumption","PJ","1990","48"
"Total energy commodities","F Construction","Total energy consumption","PJ","1991","45.7"
"Total energy commodities","F Construction","Total energy consumption","PJ","1992","45"
"Total energy commodities","F Construction","Total energy consumption","PJ","1993","47.8"
"Total energy commodities","F Construction","Total energy consumption","PJ","1994","46.6"
"Total energy commodities","F Construction","Total energy consumption","PJ","1995","45.3"
"Total energy commodities","F Construction","Total energy consumption","PJ","1996","48.1"
"Total energy commodities","F Construction","Total energy consumption","PJ","1997","46.1"
"Total energy commodities","F Construction","Total energy consumption","PJ","1998","43.4"
"Total energy commodities","F Construction","Total energy consumption","PJ","1999","45"
"Total energy commodities","F Construction","Total energy consumption","PJ","2000","40.7"
"Total energy commodities","F Construction","Total energy consumption","PJ","2001","45.3"
"Total energy commodities","F Construction","Total energy consumption","PJ","2002","42.4"
"Total energy commodities","F Construction","Total energy consumption","PJ","2003","39.5"
"Total energy commodities","F Construction","Total energy consumption","PJ","2004","42.8"
"Total energy commodities","F Construction","Total energy consumption","PJ","2005","44.2"
"Total energy commodities","F Construction","Total energy consumption","PJ","2006","44"
"Total energy commodities","F Construction","Total energy consumption","PJ","2007","42"
"Total energy commodities","F Construction","Total energy consumption","PJ","2008","43.1"
"Total energy commodities","F Construction","Total energy consumption","PJ","2009","40.2"
"Total energy commodities","F Construction","Total energy consumption","PJ","2010","36.2"
"Total energy commodities","F Construction","Total energy consumption","PJ","2011","34.9"
"Total energy commodities","F Construction","Total energy consumption","PJ","2012","34.5"
"Total energy commodities","F Construction","Total energy consumption","PJ","2013","34.4"
"Total energy commodities","F Construction","Total energy consumption","PJ","2014","33.7"
"Total energy commodities","F Construction","Total energy consumption","PJ","2015","32.9"
"Total energy commodities","F Construction","Total energy consumption","PJ","2016","31.7"
"Total energy commodities","F Construction","Total energy consumption","PJ","2017","32.7"
"Total energy commodities","F Construction","Total energy consumption","PJ","2018","32"
"Total energy commodities","F Construction","Total energy consumption","PJ","2019","33.9"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1990","1.3"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1991","1.4"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1992","1.2"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1993","1.2"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1994","1.7"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1995","2"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1996","2"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1997","4.3"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1998","6.8"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","1999","7.1"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2000","6.2"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2001","5.1"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2002","5.9"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2003","7.5"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2004","7.6"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2005","6"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2006","6.4"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2007","6"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2008","9.4"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2009","3.5"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2010","10"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2011","6"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2012","6.4"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2013","6.1"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2014","3.9"
"Total energy commodities","Mining and quarrying, incl services","Total energy consumption","PJ","2015","5.1"
